entity_type,entity_name,relation,template,missing_attribute
disease,tyrosinemia type II, is located (anatomically) in the,The disease tyrosinemia type II  is located (anatomically) in the ,liver
disease,tarsal coalition, is located (anatomically) in the,The disease tarsal coalition  is located (anatomically) in the ,tarsal bones
disease,inclusion conjunctivitis, is located (anatomically) in the,The disease inclusion conjunctivitis  is located (anatomically) in the ,conjunctiva
disease,vertebral artery occlusion, is located (anatomically) in the,The disease vertebral artery occlusion  is located (anatomically) in the ,vertebral artery
disease,cecum carcinoma, is located (anatomically) in the,The disease cecum carcinoma  is located (anatomically) in the ,cecum
disease,Western equine encephalitis, is located (anatomically) in the,The disease Western equine encephalitis  is located (anatomically) in the ,brain
disease,polyp of ethmoidal sinus, is located (anatomically) in the,The disease polyp of ethmoidal sinus  is located (anatomically) in the ,ethmoid sinus
disease,cementoma, is located (anatomically) in the,The disease cementoma  is located (anatomically) in the ,cementum
disease,corneal intraepithelial neoplasm, is located (anatomically) in the,The disease corneal intraepithelial neoplasm  is located (anatomically) in the ,cornea
disease,pelvic neoplasm, is located (anatomically) in the,The disease pelvic neoplasm  is located (anatomically) in the ,pelvis
disease,endocardium disease, is located (anatomically) in the,The disease endocardium disease  is located (anatomically) in the ,endocardium
disease,nasal cavity squamous cell carcinoma, is located (anatomically) in the,The disease nasal cavity squamous cell carcinoma  is located (anatomically) in the ,nasal cavity
disease,nasal cavity carcinoma in situ, is located (anatomically) in the,The disease nasal cavity carcinoma in situ  is located (anatomically) in the ,nasal cavity
disease,sublingual gland cancer, is located (anatomically) in the,The disease sublingual gland cancer  is located (anatomically) in the ,sublingual gland
disease,temporomandibular joint pathology, is located (anatomically) in the,The disease temporomandibular joint pathology  is located (anatomically) in the ,temporomandibular joint
disease,soft palate cancer, is located (anatomically) in the,The disease soft palate cancer  is located (anatomically) in the ,soft palate
disease,vulvar neoplasm, is located (anatomically) in the,The disease vulvar neoplasm  is located (anatomically) in the ,vulva
disease,osteitis pubis, is located (anatomically) in the,The disease osteitis pubis  is located (anatomically) in the ,pelvis
disease,nasal cavity neoplasm, is located (anatomically) in the,The disease nasal cavity neoplasm  is located (anatomically) in the ,nasal cavity
disease,neurohypophysis granular cell tumor, is located (anatomically) in the,The disease neurohypophysis granular cell tumor  is located (anatomically) in the ,posterior pituitary
disease,sphenoidal sinus neoplasm, is located (anatomically) in the,The disease sphenoidal sinus neoplasm  is located (anatomically) in the ,sphenoidal sinus
disease,retromolar area cancer, is located (anatomically) in the,The disease retromolar area cancer  is located (anatomically) in the ,retromolar space
disease,hepatitis C, is located (anatomically) in the,The disease hepatitis C  is located (anatomically) in the ,liver
disease,leptospirosis, is located (anatomically) in the,The disease leptospirosis  is located (anatomically) in the ,heart
disease,lung cancer, is located (anatomically) in the,The disease lung cancer  is located (anatomically) in the ,human lung
disease,distal muscular dystrophy with anterior tibial onset, is located (anatomically) in the,The disease distal muscular dystrophy with anterior tibial onset  is located (anatomically) in the ,tibialis anterior muscle
disease,mucocutaneous leishmaniasis, is located (anatomically) in the,The disease mucocutaneous leishmaniasis  is located (anatomically) in the ,upper respiratory tract
disease,head and neck neoplasms, is located (anatomically) in the,The disease head and neck neoplasms  is located (anatomically) in the ,head and neck
disease,nasal vestibule papilloma, is located (anatomically) in the,The disease nasal vestibule papilloma  is located (anatomically) in the ,nasal vestibule
disease,premature atrioventricular junctional contraction, is located (anatomically) in the,The disease premature atrioventricular junctional contraction  is located (anatomically) in the ,atrioventricular node
disease,1918-1920 flu pandemic, is located (anatomically) in the,The disease 1918-1920 flu pandemic  is located (anatomically) in the ,human lung
disease,mitral valve prolapse, is located (anatomically) in the,The disease mitral valve prolapse  is located (anatomically) in the ,mitral valve
disease,pyriform sinus cancer, is located (anatomically) in the,The disease pyriform sinus cancer  is located (anatomically) in the ,piriform sinus
disease,esophageal lipoma, is located (anatomically) in the,The disease esophageal lipoma  is located (anatomically) in the ,esophagus
disease,rectovaginal fistula, is located (anatomically) in the,The disease rectovaginal fistula  is located (anatomically) in the ,vagina
disease,neoplasm of minor salivary gland, is located (anatomically) in the,The disease neoplasm of minor salivary gland  is located (anatomically) in the ,minor salivary glands
disease,3-methylcrotonyl-CoA carboxylase deficiency, is located (anatomically) in the,The disease 3-methylcrotonyl-CoA carboxylase deficiency  is located (anatomically) in the ,muscle tissue
disease,salivary gland neoplasm, is located (anatomically) in the,The disease salivary gland neoplasm  is located (anatomically) in the ,salivary gland
disease,eyelid carcinoma, is located (anatomically) in the,The disease eyelid carcinoma  is located (anatomically) in the ,eyelid
disease,louse-borne relapsing fever, is located (anatomically) in the,The disease louse-borne relapsing fever  is located (anatomically) in the ,heart
disease,neuroschistosomiasis, is located (anatomically) in the,The disease neuroschistosomiasis  is located (anatomically) in the ,spinal cord
disease,esophageal tuberculosis, is located (anatomically) in the,The disease esophageal tuberculosis  is located (anatomically) in the ,esophagus
disease,cavernous hemangioma of face, is located (anatomically) in the,The disease cavernous hemangioma of face  is located (anatomically) in the ,face
disease,cerebellar disease, is located (anatomically) in the,The disease cerebellar disease  is located (anatomically) in the ,Cerebellum
disease,chondromalacia patellae, is located (anatomically) in the,The disease chondromalacia patellae  is located (anatomically) in the ,patella
disease,vitreous hemorrhage, is located (anatomically) in the,The disease vitreous hemorrhage  is located (anatomically) in the ,vitreous humour
disease,neuromyelitis optica, is located (anatomically) in the,The disease neuromyelitis optica  is located (anatomically) in the ,spinal cord
disease,scrofula, is located (anatomically) in the,The disease scrofula  is located (anatomically) in the ,lymph node
disease,vulvovaginal candidiasis, is located (anatomically) in the,The disease vulvovaginal candidiasis  is located (anatomically) in the ,vagina
disease,colon cancer, is located (anatomically) in the,The disease colon cancer  is located (anatomically) in the ,colon
disease,Murray Valley encephalitis, is located (anatomically) in the,The disease Murray Valley encephalitis  is located (anatomically) in the ,meninges
disease,bleeding gums, is located (anatomically) in the,The disease bleeding gums  is located (anatomically) in the ,gums
disease,persistent fetal vasculature, is located (anatomically) in the,The disease persistent fetal vasculature  is located (anatomically) in the ,vitreous humour
disease,choroid epithelioid cell melanoma, is located (anatomically) in the,The disease choroid epithelioid cell melanoma  is located (anatomically) in the ,choroid
disease,sphincter of Oddi dysfunction, is located (anatomically) in the,The disease sphincter of Oddi dysfunction  is located (anatomically) in the ,sphincter of ampulla
disease,choroid necrotic melanoma, is located (anatomically) in the,The disease choroid necrotic melanoma  is located (anatomically) in the ,choroid
disease,bulbar polio, is located (anatomically) in the,The disease bulbar polio  is located (anatomically) in the ,brain stem
disease,hand and arm congenital deformity, is located (anatomically) in the,The disease hand and arm congenital deformity  is located (anatomically) in the ,upper extremity
disease,periampullary cancer, is located (anatomically) in the,The disease periampullary cancer  is located (anatomically) in the ,ampulla of Vater
disease,Jamestown Canyon encephalitis, is located (anatomically) in the,The disease Jamestown Canyon encephalitis  is located (anatomically) in the ,brain
disease,"malformation of the neurenteric canal, spinal cord and column", is located (anatomically) in the,"The disease malformation of the neurenteric canal, spinal cord and column  is located (anatomically) in the ",Neurenteric canal
disease,central nervous system bacterial infection, is located (anatomically) in the,The disease central nervous system bacterial infection  is located (anatomically) in the ,central nervous system
disease,ureter tuberculosis, is located (anatomically) in the,The disease ureter tuberculosis  is located (anatomically) in the ,ureter
disease,myelomeningocele, is located (anatomically) in the,The disease myelomeningocele  is located (anatomically) in the ,spinal cord
disease,congenital anomaly of the great arteries, is located (anatomically) in the,The disease congenital anomaly of the great arteries  is located (anatomically) in the ,great arteries
disease,lower lip cancer, is located (anatomically) in the,The disease lower lip cancer  is located (anatomically) in the ,lower lip
disease,pulmonary arteriovenous malformations, is located (anatomically) in the,The disease pulmonary arteriovenous malformations  is located (anatomically) in the ,lung
disease,foramen magnum meningioma, is located (anatomically) in the,The disease foramen magnum meningioma  is located (anatomically) in the ,foramen magnum
disease,urinary schistosomiasis, is located (anatomically) in the,The disease urinary schistosomiasis  is located (anatomically) in the ,urinary bladder
disease,tympanic membrane disease, is located (anatomically) in the,The disease tympanic membrane disease  is located (anatomically) in the ,eardrum
disease,poliomyelitis, is located (anatomically) in the,The disease poliomyelitis  is located (anatomically) in the ,peripheral nervous system
disease,colonic neoplasm, is located (anatomically) in the,The disease colonic neoplasm  is located (anatomically) in the ,colon
disease,vestibule of mouth cancer, is located (anatomically) in the,The disease vestibule of mouth cancer  is located (anatomically) in the ,oral vestibule
disease,parotid gland cancer, is located (anatomically) in the,The disease parotid gland cancer  is located (anatomically) in the ,parotid gland
disease,Q31841190, is located (anatomically) in the,The disease Q31841190  is located (anatomically) in the ,Q56296771
disease,opisthorchiasis, is located (anatomically) in the,The disease opisthorchiasis  is located (anatomically) in the ,pancreas
disease,paracoccidioidomycosis, is located (anatomically) in the,The disease paracoccidioidomycosis  is located (anatomically) in the ,lymph node
disease,tendon sheath lipoma, is located (anatomically) in the,The disease tendon sheath lipoma  is located (anatomically) in the ,tendon sheath
disease,transtentorial herniation, is located (anatomically) in the,The disease transtentorial herniation  is located (anatomically) in the ,tentorial incisure
disease,vaginal tuberculosis, is located (anatomically) in the,The disease vaginal tuberculosis  is located (anatomically) in the ,vagina
disease,adnexal disease, is located (anatomically) in the,The disease adnexal disease  is located (anatomically) in the ,adnexa of uterus
disease,AIDS, is located (anatomically) in the,The disease AIDS  is located (anatomically) in the ,T-lymphocytes
disease,epidemic pleurodynia, is located (anatomically) in the,The disease epidemic pleurodynia  is located (anatomically) in the ,muscle tissue
disease,eczema herpeticum, is located (anatomically) in the,The disease eczema herpeticum  is located (anatomically) in the ,zone of skin
disease,primary cutaneous amyloidosis, is located (anatomically) in the,The disease primary cutaneous amyloidosis  is located (anatomically) in the ,zone of skin
disease,autoimmune uveitis, is located (anatomically) in the,The disease autoimmune uveitis  is located (anatomically) in the ,uvea
disease,Dipylidium caninum infectious disease, is located (anatomically) in the,The disease Dipylidium caninum infectious disease  is located (anatomically) in the ,small intestine
disease,Percheron artery infarction, is located (anatomically) in the,The disease Percheron artery infarction  is located (anatomically) in the ,artery of Percheron
disease,lingual nerve injury, is located (anatomically) in the,The disease lingual nerve injury  is located (anatomically) in the ,lingual nerve
disease,stroke, is located (anatomically) in the,The disease stroke  is located (anatomically) in the ,human brain
disease,bronchus mucoepidermoid carcinoma, is located (anatomically) in the,The disease bronchus mucoepidermoid carcinoma  is located (anatomically) in the ,bronchus
disease,California encephalitis, is located (anatomically) in the,The disease California encephalitis  is located (anatomically) in the ,meninges
disease,patella alta, is located (anatomically) in the,The disease patella alta  is located (anatomically) in the ,knee
disease,nasal cavity carcinoma, is located (anatomically) in the,The disease nasal cavity carcinoma  is located (anatomically) in the ,nasal cavity
disease,middle ear disease, is located (anatomically) in the,The disease middle ear disease  is located (anatomically) in the ,middle ear
disease,autonomic nervous system disease, is located (anatomically) in the,The disease autonomic nervous system disease  is located (anatomically) in the ,autonomic nervous system
disease,Trichomonas tenax trichomoniasis, is located (anatomically) in the,The disease Trichomonas tenax trichomoniasis  is located (anatomically) in the ,oral cavity
disease,congenital erythropoietic porphyria, is located (anatomically) in the,The disease congenital erythropoietic porphyria  is located (anatomically) in the ,zone of skin
disease,herpangina, is located (anatomically) in the,The disease herpangina  is located (anatomically) in the ,oral cavity
disease,tricuspid valve prolapse, is located (anatomically) in the,The disease tricuspid valve prolapse  is located (anatomically) in the ,tricuspid valve
disease,metagonimiasis, is located (anatomically) in the,The disease metagonimiasis  is located (anatomically) in the ,heart
disease,bronchiolitis obliterans, is located (anatomically) in the,The disease bronchiolitis obliterans  is located (anatomically) in the ,bronchus
disease,du Pan syndrome, is located (anatomically) in the,The disease du Pan syndrome  is located (anatomically) in the ,bone
disease,pleural tuberculosis, is located (anatomically) in the,The disease pleural tuberculosis  is located (anatomically) in the ,pleura
disease,congenital lower extremity deformity, is located (anatomically) in the,The disease congenital lower extremity deformity  is located (anatomically) in the ,human leg
disease,vestibulocochlear nerve injury, is located (anatomically) in the,The disease vestibulocochlear nerve injury  is located (anatomically) in the ,vestibulocochlear nerve
disease,spinal cord infarction, is located (anatomically) in the,The disease spinal cord infarction  is located (anatomically) in the ,spinal cord
disease,Brazilian purpuric fever, is located (anatomically) in the,The disease Brazilian purpuric fever  is located (anatomically) in the ,pharynx
disease,epidemic typhus, is located (anatomically) in the,The disease epidemic typhus  is located (anatomically) in the ,central nervous system
disease,microcephaly, is located (anatomically) in the,The disease microcephaly  is located (anatomically) in the ,brain
disease,mansonelliasis, is located (anatomically) in the,The disease mansonelliasis  is located (anatomically) in the ,zone of skin
disease,Eustachian catarrh, is located (anatomically) in the,The disease Eustachian catarrh  is located (anatomically) in the ,Eustachian tube
disease,aortic valve stenosis, is located (anatomically) in the,The disease aortic valve stenosis  is located (anatomically) in the ,aortic valve
disease,cuboid syndrome, is located (anatomically) in the,The disease cuboid syndrome  is located (anatomically) in the ,foot
disease,abdominal pain, is located (anatomically) in the,The disease abdominal pain  is located (anatomically) in the ,abdomen
disease,early-stage breast cancer, is located (anatomically) in the,The disease early-stage breast cancer  is located (anatomically) in the ,female breast
disease,ovarian torsion, is located (anatomically) in the,The disease ovarian torsion  is located (anatomically) in the ,ovary
disease,spinal leak of cerebrospinal fluid, is located (anatomically) in the,The disease spinal leak of cerebrospinal fluid  is located (anatomically) in the ,thoracic spine
disease,forearm injury, is located (anatomically) in the,The disease forearm injury  is located (anatomically) in the ,forearm
disease,pericardium disease, is located (anatomically) in the,The disease pericardium disease  is located (anatomically) in the ,pericardium
disease,ventricular septal defect, is located (anatomically) in the,The disease ventricular septal defect  is located (anatomically) in the ,interventricular septum
disease,maple bark strippers' lung, is located (anatomically) in the,The disease maple bark strippers' lung  is located (anatomically) in the ,human lung
disease,tricuspid valve disease, is located (anatomically) in the,The disease tricuspid valve disease  is located (anatomically) in the ,tricuspid valve
disease,venous ulcer, is located (anatomically) in the,The disease venous ulcer  is located (anatomically) in the ,lower leg
disease,parathyroid carcinoma, is located (anatomically) in the,The disease parathyroid carcinoma  is located (anatomically) in the ,parathyroid
disease,congenital anomaly of superior vena cava, is located (anatomically) in the,The disease congenital anomaly of superior vena cava  is located (anatomically) in the ,superior vena cava
disease,fasciolopsiasis, is located (anatomically) in the,The disease fasciolopsiasis  is located (anatomically) in the ,liver
disease,Microgenia, is located (anatomically) in the,The disease Microgenia  is located (anatomically) in the ,chin
disease,pulmonary tuberculosis, is located (anatomically) in the,The disease pulmonary tuberculosis  is located (anatomically) in the ,lung
disease,uveal epithelioid cell melanoma, is located (anatomically) in the,The disease uveal epithelioid cell melanoma  is located (anatomically) in the ,uvea
disease,bone neoplasm, is located (anatomically) in the,The disease bone neoplasm  is located (anatomically) in the ,bone
disease,influenza, is located (anatomically) in the,The disease influenza  is located (anatomically) in the ,respiratory system
disease,renal tuberculosis, is located (anatomically) in the,The disease renal tuberculosis  is located (anatomically) in the ,kidney
disease,lip carcinoma in situ, is located (anatomically) in the,The disease lip carcinoma in situ  is located (anatomically) in the ,lip
disease,pitted keratolysis, is located (anatomically) in the,The disease pitted keratolysis  is located (anatomically) in the ,foot
disease,cuboid fracture, is located (anatomically) in the,The disease cuboid fracture  is located (anatomically) in the ,cuboid bone
disease,Mycoplasma pneumoniae infection, is located (anatomically) in the,The disease Mycoplasma pneumoniae infection  is located (anatomically) in the ,respiratory system
disease,cricopharyngeal spasm, is located (anatomically) in the,The disease cricopharyngeal spasm  is located (anatomically) in the ,upper esophageal sphincter
disease,pyriform fossa squamous cell carcinoma, is located (anatomically) in the,The disease pyriform fossa squamous cell carcinoma  is located (anatomically) in the ,piriform sinus
disease,epidural fibrosis, is located (anatomically) in the,The disease epidural fibrosis  is located (anatomically) in the ,epidural space
disease,lymphogranuloma venereum, is located (anatomically) in the,The disease lymphogranuloma venereum  is located (anatomically) in the ,lymph
disease,tonsil cancer, is located (anatomically) in the,The disease tonsil cancer  is located (anatomically) in the ,thymus
disease,Congenital dislocation of the knee, is located (anatomically) in the,The disease Congenital dislocation of the knee  is located (anatomically) in the ,knee
disease,pituitary stalk meningioma, is located (anatomically) in the,The disease pituitary stalk meningioma  is located (anatomically) in the ,pituitary stalk
disease,Wartenberg's Syndrome, is located (anatomically) in the,The disease Wartenberg's Syndrome  is located (anatomically) in the ,radial nerve
disease,actinomycosis, is located (anatomically) in the,The disease actinomycosis  is located (anatomically) in the ,skin
disease,esophageal atresia, is located (anatomically) in the,The disease esophageal atresia  is located (anatomically) in the ,esophagus
disease,cutaneous anthrax, is located (anatomically) in the,The disease cutaneous anthrax  is located (anatomically) in the ,zone of skin
disease,Meibomian gland dysfunction, is located (anatomically) in the,The disease Meibomian gland dysfunction  is located (anatomically) in the ,meibomian glands
disease,chancroid, is located (anatomically) in the,The disease chancroid  is located (anatomically) in the ,sex organ
disease,uterine fibroid, is located (anatomically) in the,The disease uterine fibroid  is located (anatomically) in the ,uterus
medication,tisagenlecleucel,has an active ingredient with the name of,The medication tisagenlecleucel has an active ingredient with the name of ,tisagenlecleucel
medication,heparin,has an active ingredient with the name of,The medication heparin has an active ingredient with the name of ,heparin sodium
medication,exagamglogene autotemcel,has an active ingredient with the name of,The medication exagamglogene autotemcel has an active ingredient with the name of ,exagamglogene autotemcel
medication,nystatin,has an active ingredient with the name of,The medication nystatin has an active ingredient with the name of ,nystatin
medication,bleomycin,has an active ingredient with the name of,The medication bleomycin has an active ingredient with the name of ,bleomycin
medication,asenapine,has an active ingredient with the name of,The medication asenapine has an active ingredient with the name of ,asenapine
medication,rac-miconazole,has an active ingredient with the name of,The medication rac-miconazole has an active ingredient with the name of ,miconazole
medication,ivermectin,has an active ingredient with the name of,The medication ivermectin has an active ingredient with the name of ,ivermectin
medication,tranylcypromine,has an active ingredient with the name of,The medication tranylcypromine has an active ingredient with the name of ,ترانيلسيبرومين
medication,ado-trastuzumab emtansine,has an active ingredient with the name of,The medication ado-trastuzumab emtansine has an active ingredient with the name of ,trastuzumab emtansine
medication,ibritumomab,has an active ingredient with the name of,The medication ibritumomab has an active ingredient with the name of ,ibritumomab tiuxetan
medication,sebelipase alfa,has an active ingredient with the name of,The medication sebelipase alfa has an active ingredient with the name of ,sebelipase alfa
medication,talimogene laherparepvec,has an active ingredient with the name of,The medication talimogene laherparepvec has an active ingredient with the name of ,talimogene laherparepvec
medication,Pfizer–BioNTech COVID-19 vaccine,has an active ingredient with the name of,The medication Pfizer–BioNTech COVID-19 vaccine has an active ingredient with the name of ,توزيناميران
medication,luseogliflozin,has an active ingredient with the name of,The medication luseogliflozin has an active ingredient with the name of ,luseogliflozin
medication,selenium disulfide,has an active ingredient with the name of,The medication selenium disulfide has an active ingredient with the name of ,selenium sulfide
medication,ALLO-715,is used to treat,The medication ALLO-715 is used to treat ,multiple myeloma
medication,glucose-elevating agent,is used to treat,The medication glucose-elevating agent is used to treat ,hypoglycemia
medication,sotatercept,is used to treat,The medication sotatercept is used to treat ,pulmonary hypertension
medication,anti-anemic,is used to treat,The medication anti-anemic is used to treat ,anemia
medication,sinecatechins,is used to treat,The medication sinecatechins is used to treat ,anogenital venereal wart
medication,insulin,is used to treat,The medication insulin is used to treat ,type-1 diabetes
medication,bisoprolol / hydrochlorothiazide,is used to treat,The medication bisoprolol / hydrochlorothiazide is used to treat ,arterial hypertension
medication,antigout agent,is used to treat,The medication antigout agent is used to treat ,gout
medication,leprostatic agent,is used to treat,The medication leprostatic agent is used to treat ,leprosy
medication,capreomycin,is used to treat,The medication capreomycin is used to treat ,tuberculosis
medication,hydrochlorothiazide / triamterene,is used to treat,The medication hydrochlorothiazide / triamterene is used to treat ,arterial hypertension
medication,hydrochlorothiazide / spironolactone,is used to treat,The medication hydrochlorothiazide / spironolactone is used to treat ,arterial hypertension
medication,MB-107,is used to treat,The medication MB-107 is used to treat ,gamma chain deficiency
medication,antimycobacterial,is used to treat,The medication antimycobacterial is used to treat ,mycobacterium infectious disease
medication,Vicks VapoRub,is used to treat,The medication Vicks VapoRub is used to treat ,common cold
medication,yellow fever vaccine,is used to treat,The medication yellow fever vaccine is used to treat ,yellow fever
medication,OTL-103,is used to treat,The medication OTL-103 is used to treat ,Wiskott-Aldrich syndrome
medication,hypericum oil,is used to treat,The medication hypericum oil is used to treat ,burn
medication,follitropin beta,is used to treat,The medication follitropin beta is used to treat ,infertility
medication,acetaminophen / oxycodone,is used to treat,The medication acetaminophen / oxycodone is used to treat ,fibromyalgia
medication,epinephrine / lidocaine,is used to treat,The medication epinephrine / lidocaine is used to treat ,ventricular tachycardia
medication,ephedra,is used to treat,The medication ephedra is used to treat ,asthma
medication,Daflon,is used to treat,The medication Daflon is used to treat ,varicose veins
medication,antituberculotic,is used to treat,The medication antituberculotic is used to treat ,tuberculosis
medication,valoctocogene roxaparvovec,is used to treat,The medication valoctocogene roxaparvovec is used to treat ,hemophilia A
medication,VY-AADC,is used to treat,The medication VY-AADC is used to treat ,Parkinson's disease
medication,sodium ferric gluconate complex,is used to treat,The medication sodium ferric gluconate complex is used to treat ,anemia
medication,budesonide/formoterol,is used to treat,The medication budesonide/formoterol is used to treat ,ulcerative colitis
medication,ADP-A2M4,is used to treat,The medication ADP-A2M4 is used to treat ,biphasic synovial sarcoma
medication,amphetamine aspartate / amphetamine sulfate / dextroamphetamine saccharate / dextroamphetamine sulfate,is used to treat,The medication amphetamine aspartate / amphetamine sulfate / dextroamphetamine saccharate / dextroamphetamine sulfate is used to treat ,narcolepsy
medication,ginseng,is used to treat,The medication ginseng is used to treat ,fatigue
medication,rac-miconazole,is used to treat,The medication rac-miconazole is used to treat ,aspergillosis
medication,fremanezumab,is used to treat,The medication fremanezumab is used to treat ,migraine
medication,Krebiozen,is used to treat,The medication Krebiozen is used to treat ,cancer
medication,CT053,is used to treat,The medication CT053 is used to treat ,multiple myeloma
medication,irbesartan / hydrochlorothiazide,is used to treat,The medication irbesartan / hydrochlorothiazide is used to treat ,arterial hypertension
medication,atenolol/chlorthalidone,is used to treat,The medication atenolol/chlorthalidone is used to treat ,arterial hypertension
medication,antiparkinson,is used to treat,The medication antiparkinson is used to treat ,Parkinson's disease
medication,anti-tetanus immunoglobulin,is used to treat,The medication anti-tetanus immunoglobulin is used to treat ,tetanus
medication,gripe water,is used to treat,The medication gripe water is used to treat ,baby colic
medication,saline solution,is used to treat,The medication saline solution is used to treat ,dehydration
medication,ABO-102,is used to treat,The medication ABO-102 is used to treat ,Sanfilippo syndrome
medication,rabies immunoglobulin,is used to treat,The medication rabies immunoglobulin is used to treat ,rabies
medication,gentamicin,is used to treat,The medication gentamicin is used to treat ,staphylococcal infection
medication,pamabrom,is used to treat,The medication pamabrom is used to treat ,premenstrual syndrome
medication,lamivudine/zidovudine,is used to treat,The medication lamivudine/zidovudine is used to treat ,AIDS
medication,cajeput oil,is used to treat,The medication cajeput oil is used to treat ,abdominal pain
medication,ivermectin,is used to treat,The medication ivermectin is used to treat ,scabies
medication,diphtheria antitoxin,is used to treat,The medication diphtheria antitoxin is used to treat ,diphtheria
medication,vestronidase alfa,is used to treat,The medication vestronidase alfa is used to treat ,Sly syndrome
medication,nabilone,is used to treat,The medication nabilone is used to treat ,vomiting
medication,artificial saliva,is used to treat,The medication artificial saliva is used to treat ,xerostomia
medication,casirivimab/imdevimab,is used to treat,The medication casirivimab/imdevimab is used to treat ,COVID-19
medication,DA-EPOCH-R,is used to treat,The medication DA-EPOCH-R is used to treat ,non-Hodgkin lymphoma
medication,botulinum toxin type A,is used to treat,The medication botulinum toxin type A is used to treat ,migraine
medication,carbidopa / levodopa / entacapone,is used to treat,The medication carbidopa / levodopa / entacapone is used to treat ,Parkinson's disease
medication,antipsoriatic,is used to treat,The medication antipsoriatic is used to treat ,psoriasis
medication,bleomycin,is used to treat,The medication bleomycin is used to treat ,melanoma
medication,exagamglogene autotemcel,is used to treat,The medication exagamglogene autotemcel is used to treat ,sickle-cell disease
medication,telmisartan/hydrochlorothiazide,is used to treat,The medication telmisartan/hydrochlorothiazide is used to treat ,arterial hypertension
medication,enalapril / hydrochlorothiazide,is used to treat,The medication enalapril / hydrochlorothiazide is used to treat ,arterial hypertension
medication,ethiodized oil,is used to treat,The medication ethiodized oil is used to treat ,iodine deficiency
medication,prednisolone/promethazine,is used to treat,The medication prednisolone/promethazine is used to treat ,snakebite
medication,Zoloft,is used to treat,The medication Zoloft is used to treat ,major depressive disorder
medication,selenium disulfide,is used to treat,The medication selenium disulfide is used to treat ,seborrhoeic dermatitis
medication,hydrochlorothiazide / losartan,is used to treat,The medication hydrochlorothiazide / losartan is used to treat ,arterial hypertension
medication,modafinil,is used to treat,The medication modafinil is used to treat ,multiple sclerosis
medication,Lovotibeglogene autotemcel,is used to treat,The medication Lovotibeglogene autotemcel is used to treat ,sickle-cell disease
medication,RP-L201,is used to treat,The medication RP-L201 is used to treat ,leukocyte adhesion deficiency-1
medication,musculoskeletal drugs,is used to treat,The medication musculoskeletal drugs is used to treat ,musculoskeletal disorder
medication,patisiran,is used to treat,The medication patisiran is used to treat ,amyloidosis
medication,hydrochlorothiazide / valsartan,is used to treat,The medication hydrochlorothiazide / valsartan is used to treat ,arterial hypertension
medication,amlodipine / atorvastatin,is used to treat,The medication amlodipine / atorvastatin is used to treat ,arterial hypertension
medication,hyaluronidase (ovine),is used to treat,The medication hyaluronidase (ovine) is used to treat ,Extravasation
medication,CLBS14 (Ologo),is used to treat,The medication CLBS14 (Ologo) is used to treat ,angina pectoris
medication,amycretin,is used to treat,The medication amycretin is used to treat ,obesity
medication,nirmatrelvir/ritonavir,is used to treat,The medication nirmatrelvir/ritonavir is used to treat ,COVID-19
medication,corticotropin,is used to treat,The medication corticotropin is used to treat ,multiple sclerosis
medication,tinzaparin,is used to treat,The medication tinzaparin is used to treat ,pulmonary embolism
medication,elbasvir/grazoprevir,is used to treat,The medication elbasvir/grazoprevir is used to treat ,hepatitis C
medication,glecaprevir/pibrentasvir,is used to treat,The medication glecaprevir/pibrentasvir is used to treat ,hepatitis C
medication,heparin,is used to treat,The medication heparin is used to treat ,pulmonary embolism
medication,urokinase,is used to treat,The medication urokinase is used to treat ,myocardial infarction
medication,tranylcypromine,is used to treat,The medication tranylcypromine is used to treat ,post-traumatic stress disorder
medication,brentuximab vedotin,is used to treat,The medication brentuximab vedotin is used to treat ,lymphoma
medication,ezetimibe / simvastatin,is used to treat,The medication ezetimibe / simvastatin is used to treat ,acute coronary syndrome
medication,antivaricose agent,is used to treat,The medication antivaricose agent is used to treat ,varicose veins
medication,lifileucel,is used to treat,The medication lifileucel is used to treat ,metastatic melanoma
medication,Iodipin,is used to treat,The medication Iodipin is used to treat ,syphilis
medication,CAP-1002,is used to treat,The medication CAP-1002 is used to treat ,Duchenne muscular dystrophy
medication,amlodipine/valsartan,is used to treat,The medication amlodipine/valsartan is used to treat ,arterial hypertension
medication,ilixadencel,is used to treat,The medication ilixadencel is used to treat ,renal cell carcinoma
medication,pyridoxine/doxylamine,is used to treat,The medication pyridoxine/doxylamine is used to treat ,morning sickness
medication,insulin glargine,is used to treat,The medication insulin glargine is used to treat ,type-1 diabetes
medication,heptavalent botulism antitoxin,is used to treat,The medication heptavalent botulism antitoxin is used to treat ,botulism
medication,elexacaftor/ivacaftor/tezacaftor,is used to treat,The medication elexacaftor/ivacaftor/tezacaftor is used to treat ,cystic fibrosis
medication,Fanapt,is used to treat,The medication Fanapt is used to treat ,schizophrenia
medication,azelastine / fluticasone,is used to treat,The medication azelastine / fluticasone is used to treat ,rhinitis
medication,amlodipine/benazepril,is used to treat,The medication amlodipine/benazepril is used to treat ,arterial hypertension
medication,ECT-001,is used to treat,The medication ECT-001 is used to treat ,hematologic cancer
medication,albuterol / ipratropium,is used to treat,The medication albuterol / ipratropium is used to treat ,pneumonia
medication,RP-L102,is used to treat,The medication RP-L102 is used to treat ,Fanconi anemia
